route_id,service_id,trip_id,trip_headsign,trip_long_name,direction_code,shape_id,wheelchair_accessible
6b1133e66e749f1857941fb6fe9a545b,144696,2036021,KURESSAARE,Kuressaare-Leisi-Triigi sadam-Leisi-Kuressaare,A>B,57903,0
b58fd26ca63822eac085c5eab72b8920,144975,1352695,Otepää,Tõrva-Sangaste-Otepää,A>B,58604,0
2fee587efd0ec931ee6c2160aefecc0a,146200,1032754,Tõrva,Riiska - Linna keskus - Jõgeveste - Tõrva,A>C1>B,47515,0
f13e2c17eee6e8624d5898d543c18ba8,146736,1305014,Pärnu bussijaam,Kavaru - Liu - Audru kirik - Pärnu,B>A,47471,0
bc280c57df8a0f0f1cf5fdb68480229a,146746,1821904,Pärnu bussijaam,Tõstamaa Kool - Audru - Pärnu,B1>C1>A1,60072,0
bc280c57df8a0f0f1cf5fdb68480229a,146746,1821903,Tõstamaa kool,Pärnu - Audru - Tõstamaa Kool,A1>C1>B1,47463,0
bc280c57df8a0f0f1cf5fdb68480229a,146747,1821905,Värati,Pärnu - Audru - Värati,A1>C1>B,47464,0
e7237ab18d8fb3a5603b737b3d654363,146752,1922931,Kaansoo,Vändra - Kaansoo,A1>D,44838,0
e7237ab18d8fb3a5603b737b3d654363,146754,1922937,Vändra,Suurejõe - Vändra,B1>A1,44839,0
e7237ab18d8fb3a5603b737b3d654363,146753,1922934,Suurejõe,Pärnu - Tootsi - Vändra - Suurejõe,A>C1>B1,45636,0
e7237ab18d8fb3a5603b737b3d654363,146754,1922935,Pärnu bussijaam,Vändra - Pärnu,A1>A,50371,0
e7237ab18d8fb3a5603b737b3d654363,146752,1922930,Vändra,Pärnu - Tootsi - Vändra,A>A1,45634,0
e7237ab18d8fb3a5603b737b3d654363,146752,1922932,Vihtra tee,Kaansoo - Vändra,D>A1,46123,0
e7237ab18d8fb3a5603b737b3d654363,146754,1922936,Suurejõe,Pärnu - Tootsi - Vändra - Suurejõe,A>C1>B1,45636,0
